sent_id,text,subj,rel,obj,rule,Unnamed: 6,Unnamed: 7
10184,大气的物理特性和化学构成的变化是影响气候变化的重要因素。,特性,IS_A,因素,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10192,中国是由个民族组成的统一的多民族国家。,中国,IS_A,国家,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10199,天然气是不可再生能源，它燃烧时把化学能转化为内能，进而转化为汽车的机械能。,天然气,IS_A,再生能源,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10285,电子是带有最小负电荷的粒子。,电子,IS_A,粒子,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10305,导线是电流的路径，起输送电能的作用。,导线,IS_A,路径,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10326,电磁继电器实质上是一个由电磁铁控制的开关。,继电器,IS_A,开关,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10341,两国之间的界线就是这条河的中心线。,界线,IS_A,中心线,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10480,意大利航海家亚美利哥证实哥伦布到达的地方不是印度，而是一块所谓的"新大陆"。,航海家,IS_A,新大陆,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10563,光波也是电磁波，无线电波也有和光波同样的特性， 图电磁波磁场、电场及其传播方向之间关系示意图 如当它通过不同介质时，也会发生折射、反射、绕射、散射及吸收等。,光波,IS_A,电磁波,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10564,在空间传播的电磁波，距离最近的电场强度方向相同和量值最大的两点之间的距离，就是电磁波的波长。,距离,IS_A,波长,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10570,"""力线""是否应为假想的？",力线,IS_A,假想,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10618,这个常数跟介质有关系，是一个反映介质的光学性质的物理量，我们把它叫作介质的折射率。,常数,IS_A,物理量,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10672,时间的最大特性是它的不性，这极大地增加了时间的价值。,特性,IS_A,不性,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
10708,神奇的激光 在一般人的心目中，太阳光可能是世界上光度最强的光。,太阳光,IS_A,光,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
11283,升交点赤经是地球赤道面内升交点与春分点之间的地心夹角。,赤经,IS_A,夹角,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
11971,开普勒第一定律(又称椭圆轨道定律)：所有行星绕太阳运动的轨道都是椭圆，太阳处于椭圆的一个焦点上。,定律,IS_A,椭圆,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
11982,图12-2 开普勒轨道参数 轨道倾角 是卫星轨道面与赤道面之间的夹角。,倾角,IS_A,夹角,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12094,火星是地球的过去还是未来？,火星,IS_A,未来,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12130,区分分子分散系、胶体分散系、粗分散系三者的主要依据是分散相粒子的大小。,依据,IS_A,大小,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12208,位于318国道边的扎西岗村是林芝首批参与旅游业的村庄。,村是,IS_A,村庄,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12208,位于318国道边的扎西岗村是林芝首批参与旅游业的村庄。,林芝,IS_A,村庄,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12263,新冠肺炎疫情，是新中国成立以来我国遭遇的传播速度最快、感染范围最广、防控难度最大的一次重大突发公共卫生事件。,疫情,IS_A,事件,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12464,上海中心大厦不仅是一个地标，它同时象征着创造未来城市的新道路。,大厦,IS_A,地标,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12505,国家体育场工程是特级体育建筑，主体结构设计使用年限100年，主体建筑是由一系列钢桁架围绕碗状座位区编制而成的椭圆鸟巢外形，南北长333米，东西宽296米，最高处高69米。,工程,IS_A,建筑,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12534,同时，都江堰也代表了我国当时水利工程的先进水平，这是我国现存世界上历史最长的，仍一直使用，以无坝引水为特征的宏大水利工程，是古代劳动人民智慧的成果。,都江堰,IS_A,成果,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12534,同时，都江堰也代表了我国当时水利工程的先进水平，这是我国现存世界上历史最长的，仍一直使用，以无坝引水为特征的宏大水利工程，是古代劳动人民智慧的成果。,水利工程,IS_A,成果,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12559,对称式平面与封闭式外观是四合院的两个主要特点，这种布局适合中国古代社会的宗法与礼教制度，便于安排家庭成员的住所，易形成安静舒适的生活环境。,外观,IS_A,特点,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12626,植物是另一个重要的要素。,植物,IS_A,要素,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12654,吊脚楼是苗族的传统建筑，是中国特有的古老建筑形式。,吊脚楼,IS_A,形式,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12693,基站是 5G 投资的重要组成，相关专家表示，5G 基站不论是造价还是运营成本等，均比 4G 时代有 2 倍至 3 倍的增加。,基站,IS_A,组成,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12769,杜绝违禁内容的出现是未成年人网络生态治理的首要要求。,出现,IS_A,要求,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12774,人工审核的协同是处理违禁信息的关键。,协同,IS_A,关键,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12777,家庭的引导和监督是内容安全防护不可或缺的一环。,引导,IS_A,一环,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12942,北京冬奥会总导演张艺谋在接受媒体采访时说，开幕式是一朵雪花和一块冰的故事。,总导演,IS_A,故事,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12942,北京冬奥会总导演张艺谋在接受媒体采访时说，开幕式是一朵雪花和一块冰的故事。,开幕式,IS_A,故事,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
12948,初等平面几何的主要研究对象实质上是直线与圆，平面解析几何的主要研究对象是直线与二次曲线，而代数几何的研究对象则是复空间中的代数曲线。,对象,IS_A,直线,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13016,微积分是微分和积分的统称。,微积分,IS_A,统称,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13062,格伦·费什曼是心脏科主任，研究的是心电传导，他的实验室团队非常想找到心律失常的原因。,格伦,IS_A,心脏科主任,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13116,数列就是一组有序排列的数字，它们不仅在大自然中广泛存在，而且可以应用到人们的生活中。,数列,IS_A,数字,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13239,在数学教材中，"概率"是用来刻画事件出现的可能性大小的数量指标，记作，其取值范围是。,概率,IS_A,数量指标,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13316,五笔字型完全依据笔画和字形特征对汉字进行编码，是典型的"形码"。,五笔字型,IS_A,形码,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13343,部件是由笔画构成的具有组配汉字功能的构字单位。,部件,IS_A,单位,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13344,大部分部首是汉字的部件，有的部首是单一部件中的一个笔画，有的部首可以分成几个部件。,部首,IS_A,部件,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13348,五笔字型输入法 1983年8月，王永民推出了完全依据笔画和字形特征对汉字进行编码的输入法，即五笔字型输入法，这是一种典型的"形码"。,王永民,IS_A,形码,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13421,移动支付等无现金支付是一个健康的趋势。,支付,IS_A,趋势,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13432,一方面，现金是中央银行给老百姓提供的一个基础的金融服务，中央银行希望在减少使用现金的情况下，通过数字人民币的方式，提供一个安全的、代表中央银行信用、成本低的支付工具；另一方面，在互联网数字转型的背景下，数字经济快速发展，大家对非接触式支付的需求更多，数字人民币给我们提供了一个很大的空间。,现金,IS_A,金融服务,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13448,电商直播购物作为一种线上新型消费，折射出现代经济发展的变革，是消费方式的创新。,购物,IS_A,创新,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13498,成像清晰应该是所有镜头的追求。,清晰,IS_A,追求,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13576,太阳能是人类可以利用的最丰富的能源。,太阳能,IS_A,能源,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13581,风能是自然界洁净无污染的可再生能源。,风能,IS_A,再生能源,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13588,目前能够被利用的地热能物质，主要是地下的天然蒸汽和热水。,物质,IS_A,蒸汽,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13623,超级电容器储能 电容器是电力系统中广泛应用的一种设备。,电容器,IS_A,设备,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13630,压缩空气储能 压缩空气储能不是像电池储能那样的简单储能系统，它是一种燃气轮机发电设备，对于同样的电力输出，它使用的燃气要比普通燃气轮机少40%。,储能,IS_A,系统,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13636,概念 分布式发电技术是一种产生电能或存储能量的系统。,技术,IS_A,系统,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13675,所谓"微观世界"，一定是非常小的世界，那么，多小的世界才是微观世界呢？,微观世界,IS_A,世界,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13701,《九章算术》的出现标志着中国古代数学形成了完整的理论体系，是一部具有里程碑意义的著作。,出现,IS_A,著作,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13725,"""量子""是中国古代伟大的思想家、科学家、教育家、军事家和社会活动家，他在光学、力学、代数、几何、工程技术等众多领域都有深入的研究，量子最早的小孔成像实验，第一次对光沿直线传播进行了科学的解释，为量子通信的发展奠定了基础，量子的成就如此之大，这就不难理解为什么中国的科学家要用他的名字命名中国自主研制的世界上首颗空间量子科学实验卫星了。",量子,IS_A,思想家,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13729,量子通信是量子信息学的一个重要部分，量子通信具有绝对保密、通信容量大、传输速度快等优点，可以完成经典通信不能完成的特殊任务。,通信,IS_A,部分,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13732,量子态隐形传输 量子态隐形传输一直是科学家和大众的关注焦点。,传输,IS_A,焦点,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13843,半导体与集成电路 半导体是导电性能介于导体和绝缘体之间的材料。,半导体,IS_A,材料,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13857,LED的工作原理是电致发光，当电流通过半导体PN结时，电子与空穴复合，以光子的形式释放能量。,原理,IS_A,电致发光,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13881,信息公开透明、科学决策、快速反应是成功应对公共卫生危机的关键。,公开,IS_A,关键,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13910,食物中的营养素 食物是人类获取营养、维持生命活动的基础。,食物,IS_A,基础,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13914,碳水化合物是人体的主要供能物质。,碳水化合物,IS_A,物质,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13922,食品安全与食品科技 食品安全是关系人民群众身体健康和生命安全的重大民生问题。,食品安全,IS_A,民生问题,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13932,饮食文化与健康 饮食不仅是维持生命的手段，也是文化的重要载体。,饮食,IS_A,载体,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13946,饮食健康是每个人都关心的话题。,健康,IS_A,话题,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13956,元素周期表是化学元素按照原子序数从小到大排列的表格。,周期表,IS_A,表格,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13958,周期表揭示了元素性质的周期性变化规律，是化学研究的重要工具。,周期表,IS_A,工具,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13962,直到今天，周期表仍然是化学研究的基础，新元素的合成和性质研究仍在继续。,周期表,IS_A,基础,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13965,硅是地壳中含量第二的元素，是半导体工业的重要材料，也是玻璃、陶瓷、水泥的主要成分。,元素,IS_A,成分,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13980,原子经济性、使用无害试剂、设计安全化学品是绿色化学的重要原则。,经济性,IS_A,原则,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13982,化学元素是构成物质世界的基础。,化学元素,IS_A,基础,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
13999,圆是轴对称图形，对称轴是直径所在的直线。,对称轴,IS_A,直线,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
14061,统计学是一门关注数据的学科，它可以借助统计学知识探究现实背后的数量变化规律、构建模型、预测发展，进而指导现实工作。,统计学,IS_A,学科,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
14111,鸿蒙系统是华为推出的一款面向全场景的分布式操作系统。,系统,IS_A,操作系统,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
14112,分布式操作系统就是一组相互连接并能交换信息的计算机形成的一个网络。,操作系统,IS_A,网络,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
14115,车联网是物联网技术在交通系统中的应用。,联网,IS_A,应用,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
14117,在车联网领域中，汽车是一个非常重要的节点。,汽车,IS_A,节点,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
14138,经典力学的基本定律是牛顿运动定律或与牛顿定律有关且等价的其他力学原理。,基本定律,IS_A,原理,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
14225,这件衣服洗过以后就不是以前的颜色了。,衣服,IS_A,颜色,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
14351,艾萨克·牛顿(Isaac Newton)是英国也是全世界伟大的数学家、 物理学家、天文学家和自然哲学家，他的研究领域包括物理学、数 学、天文学、神学、自然哲学和炼金术等。,艾萨克,IS_A,数学家,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
14351,艾萨克·牛顿(Isaac Newton)是英国也是全世界伟大的数学家、 物理学家、天文学家和自然哲学家，他的研究领域包括物理学、数 学、天文学、神学、自然哲学和炼金术等。,英国,IS_A,数学家,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
14642,也就是说，物体运动的加速度与它所受的力是正比关系，与它的质量是反比关系。,加速度,IS_A,关系,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
14982,重力是根据力的性质的。,重力,IS_A,性质,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
15059,居里夫人是历史上第一个获得 诺贝尔奖的女性，也是第一个在不同领域获得两项诺贝尔 的人。,居里夫人,IS_A,人,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
15098,惯性是个比较抽象的量。,惯性,IS_A,量,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
15209,蜡烛是一种可以的物质。,蜡烛,IS_A,物质,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
15263,数学是重要的基础科学，物理学、化学、生物学、经济学、军事学等都越来越需要数学。,数学,IS_A,基础科学,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
15335,动能就是物体运动具有的能量。,动能,IS_A,能量,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
15406,人体也是导体，电压越高，通过的电流越大，对人身就越有危险。,人体,IS_A,导体,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
15412,在常温、常压下，臭氧是一种有特殊臭味的淡蓝色气体，它的密度比氧气大，比氧气易溶于水，液态呈深蓝色，固态时呈紫黑色。,臭氧,IS_A,气体,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
15617,地球表面70%的面积是海洋，30%的面积是陆地。,面积,IS_A,海洋,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
15743,一个是直角，一组临边相等的平行四边形叫做正方形。,一个,IS_A,直角,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17108,阿拉伯数字是现在国际通用的数字，不论你走到国家，随便翻开一本数学书，你会在那些看不懂的文字中，看到一些你非常熟悉的数字符号"0、1、2、3、4、5、6、7、8、9"。,阿拉伯数字,IS_A,数字,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17128,实际上，偶数就是"2的倍数"的另一种说法。,偶数,IS_A,说法,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17169,分子是组成物质的基本单位，分子是由原子构成的。,分子,IS_A,单位,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17221,物态是固体存在的物理状态 物态是液体存在的物理状态 物态是气体存在的物理状态 物态是物质存在的物理状态 下面哪个不是水的物态？,物态,IS_A,状态,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17240,量子物理学是物理学的一个分支；分流学科。,物理学,IS_A,分支,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17266,元素周期律和元素周期表在自然科学中的许多领域，如化学、物理学、生物学、地球化学等方面，都是重要的工具。,周期律,IS_A,工具,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17268,比如特种合金材料的制造，在元素周期表里从ⅢB到ⅥB的过渡元素，是制造特种合金的良好材料，是制造飞机、导弹、火箭等的不可缺少的金属。,元素,IS_A,金属,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17299,碘字，"石"是形旁，"典"是声旁，碘的读音与"典"相同。,碘字,IS_A,形旁,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17312,原子好像一个太阳系，它的中心是原子核，在原子核周围，有数目的带负电的电子在不断运动。,原子,IS_A,太阳系,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17314,氢原子核是最小的原子核，它的质量是电子质量的1836。,氢原子,IS_A,原子核,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17339,氧原子和氢原子是比水分子更小的微粒。,氧原子,IS_A,微粒,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17375,宇宙是物质的，宇宙间充满了运动着的各种形态的物质。,宇宙,IS_A,物质,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17376,我们居住的地球是太阳的一颗大行星。,地球,IS_A,大行星,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17390,新星并不是新的星星，只是亮度变大了的星星。,新星,IS_A,星星,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17395,所有这些天体是不断地运动、变化和互相转化的东西。,天体,IS_A,东西,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17402,太阳系 太阳系就是我们现在所在的恒星系统，它是以太阳为中心，和所有受到太阳引力约束的天体的集合体。,太阳系,IS_A,系统,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17419,倍数的表达 对于整数 m ，能被 n 整除，那么 m 就是 n 的倍数。,表达,IS_A,倍数,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17441,天上的无数星星，除了一些行星和流星外，绝大部分是遥远的"太阳"。,星星,IS_A,太阳,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17521,摄氏度和华氏度都是用来计量温度的单位。,摄氏度,IS_A,单位,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17542,温泉就是热的泉水。,温泉,IS_A,泉水,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17554,其实，这些温泉的出现，还是地下岩浆活动的结果。,出现,IS_A,结果,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17561,温泉的出现，是地下岩浆活动的结果 火山的爆发，是地下岩浆活动的结果 地下水被岩浆加热形成了温泉 温泉都是在很深的地下形成的 下面哪个数字不可能是温泉的温度？,出现,IS_A,爆发,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17608,转基因技术 提取特定生物体基因组中所需要的目的基因，也可以是人工合成指定序列的 DNA 片段。,基因,IS_A,片段,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17620,农业现代化 农业转型 规模农业 养殖业 下面哪个不是规模农业出现的因素。,养殖业,IS_A,因素,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17744,就生活环境而言，这个城市并不是理想的居住地。,城市,IS_A,居住地,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17771,在国际单位制里，电容的单位是法拉，简称法，符号是F，常用的电容单位有毫法、微法、纳法和皮法等。,单位,IS_A,法拉,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17869,吸气式发动机中、在超音速流动状态下的混合、点火等，都是过去的理论和实践未能解决的难题。,发动机,IS_A,难题,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17869,吸气式发动机中、在超音速流动状态下的混合、点火等，都是过去的理论和实践未能解决的难题。,混合,IS_A,难题,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17934,"""艾滋病""的 ""艾滋"" 是 的音译，""病"" 是后加上去的。",艾滋,IS_A,音译,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17944,流水线在工业生产中应用十分广泛，是非常重要的角色，流水线的好坏直接关系着产品的质量和生产效率。,流水线,IS_A,角色,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17974,数码相机是电子和机械的产品。,数码相机,IS_A,产品,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17991,二进制是计算机技术中广泛采用的一种数制。,二进制,IS_A,数制,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
17995,计算机中的二进制则是一个非常微小的开关，用"开"来表示，"关"来表示。,二进制,IS_A,开关,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18017,路由器 路由器是一种负责寻径的网络设备，它在互联网中从多条路径中寻找通信量最少的一条网络路径提供给用户通信。,路由器,IS_A,网络设备,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18033,操作系统是计算机发展中的产物，它的主要目的有两个：一是方便用户使用计算机，是用户和计算机的接口，比如用户键入一条简单的命令就能自动完成复杂的功能，这就是操作系统帮助的结果；二是统一管理计算机系统的全部资源，合理组织计算机工作流程，以便充分、合理地发挥计算机的效率。,操作系统,IS_A,产物,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18042,经济的发展是提高人民生活水平的前提条件。,发展,IS_A,前提条件,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18054,是中央处理器，是计算机配置中的核心，它是由运算器、控制器和寄存器组成的。,中央处理器,IS_A,核心,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18062,一个细胞就是一个小小的生命，它也像人一样有生老病死，细胞的生死构成了人的生命过程。,细胞,IS_A,生命,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18068,就算是这样，卵细胞还是人体细胞中的六个头。,卵细胞,IS_A,头,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18073,它的长度可达米以上，是人体中最长的细胞。,长度,IS_A,细胞,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18073,它的长度可达米以上，是人体中最长的细胞。,可达米,IS_A,细胞,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18083,系统 系统是生物机体内能够完成共同生理功能而组成的多个器官的总称。,系统,IS_A,总称,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18087,神经元是神经系统的基本结构和功能单位之一，它具有感受刺激和传导兴奋的功能。,神经元,IS_A,结构,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18103,循环系统是人体的体液及其借以循环流动的管道组成的系统。,循环系统,IS_A,系统,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18109,内分泌腺是人体内一些无输出导管的腺体。,内分泌腺,IS_A,腺体,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18115,生殖系统是生物体内的和生殖密切相关的器官成分的总称。,生殖系统,IS_A,总称,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18133,表皮在皮肤的最外面，是一层无生命的角质层，它是用来保护真皮的。,表皮,IS_A,角质层,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18152,细胞是构成人体的单位。,细胞,IS_A,单位,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18161,一个国家是由多个行政区组成的的整体。,国家,IS_A,整体,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18177,这四个密码实际上是四种不同的物质，它们之间通过化学键连在一起，而基因中这样的信息链不是一条，而是两条。,密码,IS_A,物质,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18199,分子是染色体的物质基础。,分子,IS_A,物质基础,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18204,生物圈是一个封闭且能自我调控的系统。,生物圈,IS_A,系统,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18205,地球是整个宇宙中唯一已知的有生物生存的地方。,地球,IS_A,地方,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18213,可遗传的变异 可遗传的变异是生物进化的原始材料，可遗传的变异主要来自基因突变、基因重组和染色体变异。,变异,IS_A,材料,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18232,生物科技是我们对生命科学和生物技术的总称。,生物科技,IS_A,总称,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18234,从我们肉眼看不到的病毒到海洋里巨大的蓝鲸，还有我们人类自己，都是生命科学的研究对象。,蓝鲸,IS_A,对象,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18235,生命科学是一门基础科学，许多生命科学家的发现和研究成果都可以在农学或医学中得到应用。,生命科学,IS_A,基础科学,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18241,总之，生命科学研究是生物技术的基础，生物技术是生命科学的产业化应用。,研究,IS_A,基础,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18247,生命科学研究是生物技术的基础 生物技术是生命科学的产业化应用 古代人类开发利用了生物技术 古代人类对生物技术做了科学研究 世纪年代以后是生命科学和生物技术迅速发展的时期。,研究,IS_A,时期,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18299,遗传学是一门学科，研究生物起源、进化与发育的基因和基因组结构、功能与演变及其规律等。,遗传学,IS_A,学科,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18344,环境，创建美好未来是我们共同的愿望。,环境,IS_A,愿望,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18363,科学技术是先进生产力的集中体现和重要标志，是第一生产力。,科学技术,IS_A,生产力,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18375,微观经济 微观经济是指个量经济活动，即单个经济单位的经济活动。,微观经济,IS_A,活动,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18380,金融危机 金融危机是金融领域的危机。,金融危机,IS_A,危机,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18382,金融危机的导火索可以是任何国家的金融产品、市场和机构等。,导火索,IS_A,产品,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18468,食品是可供人类食用或饮用的物质。,食品,IS_A,物质,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18511,生产已不再是经济增长的瓶颈。,生产,IS_A,瓶颈,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18553,中微子是奥地利物理学家泡利在1931年设想出来的一种小粒子。,中微子,IS_A,粒子,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18568,"""莫比乌斯带""是一个魔术师的发明。",乌斯带,IS_A,发明,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18641,新元素原子质量约为氢原子质量的277倍，是得到国际纯粹与应用化学联合会正式承认的最重的元素。,原子质量,IS_A,元素,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18670,红灶鸟是阿根廷的国鸟，它以搭建奇异的"面包烤炉"而著称。,红灶鸟,IS_A,国鸟,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18738,Kohn雪花和Sierp-inski三角形也是比较典型的分形图形，它们都有严格的自相似特性。,雪花,IS_A,图形,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
18773,无论雪花怎么轻小，怎么奇妙万千，它的结晶都是有规律的六角形。,结晶,IS_A,六角形,DEF_IS_A_ROOT_NOUN_SAFE_V2,,
